  3.0017   2220.51     18.91  3.39e+16      3.43     -8.54     -0.21      0.62  1.03e-01
  3.0033   2221.00     16.22  4.95e+16      4.36     -8.79     -0.28      2.11  1.29e-01
  3.0050   2220.75     35.61  3.48e+16      5.49     -7.56     -0.29      1.01  1.99e-01
  3.0066   2220.63      7.80  3.72e+16      3.33     -3.51     -0.15      0.41  4.65e-02
  3.0083   2220.51      8.98  4.05e+16     -1.60     -3.51     -0.17      0.28  5.82e-02
  3.0099   2220.75      6.07  4.22e+16     -1.60     -5.51     -0.15      0.28  4.10e-02
  3.0116   2220.63     11.56  4.08e+16      2.16     -0.53     -0.20      0.33  7.55e-02
  3.0132   2220.39     11.66  3.55e+16      3.43     -4.53     -0.17      0.45  6.63e-02
  3.0149   2220.26      3.31  4.28e+16      6.46      4.36     -0.11      0.33  2.27e-02
  3.0165   2220.75     12.96  3.61e+16      2.41     -6.68     -0.18      0.26  7.49e-02
  3.0182   2220.88      6.79  5.65e+16     -3.70     -5.61     -0.21      0.35  6.14e-02
  3.0198   2220.88      9.43  3.95e+16     -2.68     -2.68     -0.17      0.30  5.97e-02
  3.0215   2220.26     15.90  2.61e+16     10.37      1.43     -0.15      0.29  6.64e-02
  3.0231   2220.63     10.84  5.79e+16     -0.53     -1.55     -0.27      0.37  1.01e-01
  3.0248   2220.88      5.66  8.01e+16      2.36     -4.58     -0.27      0.67  7.26e-02
  3.0264   2220.51      5.65  5.83e+16      3.48     -5.80     -0.20      0.70  5.28e-02
  3.0281   2220.75      3.74  4.93e+16      2.26     -5.66     -0.13      0.37  2.95e-02
  3.0297   2220.39     22.26  2.57e+16      2.41     -6.54     -0.17      0.31  9.16e-02
  3.0314   2221.00     11.39  3.85e+16      5.49     -5.56     -0.18      0.76  7.02e-02
  3.0330   2220.14     13.39  4.02e+16      5.49     -7.52     -0.21      0.70  8.63e-02
  3.0347   2221.25      3.11  4.91e+16      1.48     -0.77     -0.12      0.57  2.45e-02
  3.0363   2220.88      4.91  7.82e+16      2.46     -1.55     -0.24      0.55  6.15e-02
  3.0380   2220.75      9.59  6.99e+16      2.46     -4.97     -0.31      0.43  1.07e-01
  3.0396   2220.88      6.70  5.35e+16      1.48     -2.58     -0.20      0.45  5.75e-02
  3.0413   2220.63     11.41  3.85e+16      1.38     -1.60     -0.18      0.35  7.03e-02
  3.0429   2221.37      6.65  4.37e+16      3.38      1.38     -0.16      0.34  4.65e-02
  3.0446   2221.00      7.47  6.02e+16      1.48     -4.53     -0.23      0.61  7.21e-02
  3.0463   2220.51      5.22  4.55e+16     -0.53     -6.54     -0.15      0.44  3.80e-02
  3.0479   2220.63     15.44  4.85e+16      4.46     -3.51     -0.27      0.34  1.20e-01
  3.0496   2220.14      9.78  5.54e+16      1.33     -1.60     -0.24      0.40  8.68e-02
  3.0512   2220.02      7.44  8.26e+16      1.33     -4.53     -0.32      0.71  9.84e-02
  3.0529   2219.16     16.06  5.83e+16      2.41     -7.71     -0.33      0.85  1.50e-01
  3.0545   2218.29      5.14  9.55e+16      1.43     -4.63     -0.31      0.64  7.87e-02
  3.0562   2217.68     13.59  7.28e+16      2.41     -4.68     -0.38      0.52  1.59e-01
  3.0578   2217.19     13.57  4.70e+16      4.41      3.38     -0.24      0.19  1.02e-01
  3.0595   2215.59      5.68  4.00e+16     -0.58     -3.56     -0.13      0.37  3.64e-02
  3.0611   2214.23      8.74  6.74e+16      1.48     -6.54     -0.28      0.58  9.43e-02
  3.0628   2213.00      8.25  5.73e+16      2.31     -5.71     -0.23      0.48  7.57e-02
  3.0644   2211.53      7.11  8.44e+16      1.28     -5.71     -0.32      0.61  9.62e-02
  3.0661   2209.68      7.97  1.01e+17      1.48     -5.71     -0.40      0.94  1.29e-01
  3.0677   2208.08      5.66  1.09e+17      1.48     -6.54     -0.37      0.98  9.90e-02
  3.0694   2205.26      6.32  9.99e+16      3.38     -7.56     -0.35      1.07  1.01e-01
  3.0710   2204.27     12.72  1.07e+17      2.31     -8.64     -0.54      1.98  2.18e-01
  3.0727   2201.57     12.69  1.34e+17      3.43     -7.52     -0.67      1.35  2.72e-01
  3.0743   2199.23     11.14  1.63e+17      3.43     -7.56     -0.77      1.64  2.92e-01
  3.0760   2196.52      8.56  1.72e+17      4.31     -4.73     -0.71      2.80  2.35e-01
  3.0776   2193.94      7.91  1.69e+17      5.49     -4.73     -0.67      3.64  2.15e-01
  3.0793   2191.23      8.02  2.42e+17      6.46     -6.59     -0.97      4.27  3.10e-01
  3.0809   2188.53      5.03  2.63e+17      5.29     -7.61     -0.83      6.23  2.12e-01
  3.0826   2184.96      8.42  2.54e+17      5.29     -7.71     -1.04      7.98  3.42e-01
  3.0842   2182.25      8.10  3.29e+17      6.27     -7.66     -1.32     17.01  4.26e-01
  3.0859   2178.93     10.94  5.16e+17      7.49     -8.54     -2.41     25.97  9.04e-01
  3.0876   2175.61      5.60  1.20e+18      7.49     -6.73     -4.00     30.98  1.07e+00
  3.0892   2172.78      6.89  1.35e+18      8.47     -6.64     -4.99     43.76  1.49e+00
  3.0909   2169.22      8.68  1.16e+18      8.47     -6.64     -4.83     47.20  1.61e+00
  3.0925   2165.28      8.56  1.02e+18      7.44     -7.61     -4.20     45.54  1.40e+00
  3.0942   2161.34      7.55  1.35e+18     11.45     -7.61     -5.22     49.07  1.63e+00
