  3.0017   2230.88    100.00  1.36e+16      2.26    -84.64      0.09      0.22  2.17e-01
  3.0033   2230.88     53.20  9.50e+15      3.29    -73.69      0.10      0.22  8.10e-02
  3.0050   2230.63     30.78  1.25e+16     -1.70    -16.51      0.10      0.35  6.16e-02
  3.0066   2230.39    100.00  1.55e+16      2.41    -40.56      0.10      0.38  2.48e-01
  3.0083   2230.88     17.21  1.46e+16      2.46    -84.59      0.09      0.38  4.03e-02
  3.0099   2231.00    100.00  2.13e+16      6.22    -59.57      0.13      0.35  3.41e-01
  3.0116   2230.75    100.00  2.71e+16     -3.65    -58.59      0.17      0.29  4.34e-01
  3.0132   2230.51     59.34  8.99e+15     -3.51    -84.64      0.10      0.37  8.55e-02
  3.0149   2230.39    100.00  1.55e+16     31.29    -84.64      0.10      0.57  2.48e-01
  3.0165   2230.63    100.00  2.13e+16      8.47    -84.59      0.13      0.59  3.41e-01
  3.0182   2230.88     21.21  2.44e+16      5.39    -84.59      0.16      0.69  8.31e-02
  3.0198   2230.26    100.00  1.16e+16      2.31    -84.64      0.07      0.69  1.86e-01
  3.0215   2230.88     52.88  3.57e+15      2.41    -34.64      0.04      0.35  3.03e-02
  3.0231   2230.88     32.27  7.62e+15     -0.53    -23.79      0.06      0.35  3.94e-02
  3.0248   2230.63    100.00  1.55e+16      4.46    -84.74      0.10      0.48  2.48e-01
  3.0264   2230.88     34.55  8.84e+15      2.26    -84.54      0.07      0.48  4.89e-02
  3.0281   2230.75     63.74  5.42e+15      2.41    -75.70      0.06      0.61  5.54e-02
  3.0297   2230.75     16.30  1.29e+16      7.39    -84.54      0.07      0.57  3.36e-02
  3.0314   2230.51     13.90  2.09e+16     -1.60    -84.54      0.11      0.33  4.66e-02
  3.0330   2230.75    100.00  3.49e+16      6.46    -40.70      0.22      0.34  5.58e-01
  3.0347   2230.75    100.00  3.10e+16      1.43    -69.59      0.20      0.36  4.96e-01
  3.0363   2230.51     62.45  1.21e+16      2.36    -69.64      0.13      0.55  1.21e-01
  3.0380   2231.00    100.00  1.55e+16      2.36    -15.87      0.10      1.06  2.48e-01
  3.0396   2230.63    100.00  1.16e+16      2.46    -44.61      0.07      0.56  1.86e-01
  3.0413   2230.88      5.57  1.47e+16     -7.56    -18.56      0.05      0.38  1.31e-02
  3.0429   2230.88     22.13  7.36e+15      5.05    -84.59      0.05      0.41  2.61e-02
  3.0446   2230.63    100.00  1.36e+16      2.46    -84.59      0.09      0.52  2.17e-01
  3.0463   2230.39     24.61  6.98e+15      2.41    -74.72      0.05      0.55  2.75e-02
  3.0479   2230.39    100.00  7.75e+15      5.29    -14.65      0.05      0.57  1.24e-01
  3.0496   2230.14    100.00  1.55e+16     -1.50    -17.54      0.10      0.63  2.48e-01
  3.0512   2229.65    100.00  2.71e+16      6.46    -39.58      0.17      0.37  4.34e-01
  3.0529   2229.16    100.00  2.90e+16      2.16    -44.56      0.18      0.35  4.65e-01
  3.0545   2228.79     47.72  1.25e+16      2.31    -36.55      0.12      0.43  9.58e-02
  3.0562   2227.56    100.00  1.16e+16      3.38    -47.89      0.07      0.56  1.86e-01
  3.0578   2227.06    100.00  1.36e+16      2.31    -36.74      0.09      0.59  2.17e-01
  3.0595   2225.46     28.26  3.26e+15      2.36    -84.64      0.02      0.62  1.48e-02
  3.0611   2224.48     17.64  1.24e+16      4.46    -73.55     -0.07      0.61  3.50e-02
  3.0628   2223.00     26.94  2.17e+16      3.38    -51.55     -0.16      0.42  9.36e-02
  3.0644   2221.28    100.00  1.36e+16      2.46    -59.62     -0.09      0.57  2.17e-01
  3.0661   2219.56     28.86  4.61e+09      4.41    -52.87     -0.00      0.80  2.13e-08
  3.0677   2217.84    100.00  1.94e+15      3.48    -60.69      0.01      0.69  3.10e-02
  3.0694   2215.26     10.60  7.98e+15      2.46    -71.79     -0.04      0.61  1.35e-02
  3.0710   2213.41      8.54  1.19e+16      1.28    -63.58     -0.05      0.76  1.62e-02
  3.0727   2210.34     12.54  1.96e+16     -0.77    -47.79     -0.10      0.92  3.93e-02
  3.0743   2208.74    100.00  1.36e+16      2.36    -34.84     -0.09      1.18  2.17e-01
  3.0760   2206.52     23.69  2.14e+16      3.48    -27.51     -0.15      1.41  8.10e-02
  3.0776   2203.32     32.16  4.73e+16      4.41    -12.55     -0.38      2.19  2.44e-01
  3.0793   2200.86     20.74  6.85e+16      4.41    -10.55     -0.44      2.51  2.27e-01
  3.0809   2198.28     23.51  6.43e+16      2.46    -12.50     -0.44      2.44  2.42e-01
  3.0826   2194.71     13.72  1.38e+17      2.46     -9.67     -0.72      2.60  3.03e-01
  3.0842   2192.25     14.35  1.53e+17      4.46     -9.62     -0.82      5.13  3.52e-01
  3.0859   2188.69     10.61  1.54e+17      4.46     -9.62     -0.71      5.69  2.62e-01
  3.0876   2185.12      7.67  2.00e+17      5.39     -9.62     -0.78      7.51  2.46e-01
  3.0892   2181.80      8.44  3.07e+17      4.46     -8.79     -1.26     15.95  4.15e-01
  3.0909   2178.11      7.42  4.80e+17      6.22     -8.59     -1.85     36.51  5.71e-01
  3.0925   2175.28      8.71  1.05e+18      7.34     -6.54     -4.37     39.64  1.47e+00
  3.0942   2171.34      8.65  1.30e+18      7.39     -6.59     -5.38     27.96  1.80e+00
  3.0958   2167.41      4.92  1.08e+18      7.39     -7.61     -3.37     35.94  8.49e-01
  3.0975   2163.47      6.36  9.82e+17      9.44     -7.61     -3.49     69.54  1.00e+00
  3.0991   2160.03      9.12  1.34e+18      8.32     -7.66     -5.73     72.22  1.97e+00
  3.1008   2155.97      9.91  1.59e+18     11.15     -7.52     -7.07     77.15  2.53e+00
  3.1024   2152.40      8.36  2.30e+18      9.44     -8.88     -9.38    107.48  3.08e+00
  3.1041   2148.34      8.72  2.59e+18     12.43     -8.54    -10.80    157.36  3.62e+00
  3.1057   2144.65     10.34  3.32e+18     11.40     -7.56    -15.07    185.18  5.50e+00
  3.1074   2141.09     13.30  4.83e+18     12.33     -8.54    -24.85    245.87  1.03e+01
  3.1090   2138.01     20.12  6.89e+18     11.40     -9.67    -43.61    301.09  2.22e+01
  3.1107   2136.17     19.53  7.80e+18     13.40    -13.63    -48.66    489.91  2.44e+01
  3.1123   2192.01     19.90  8.73e+18     12.43    -15.04    -54.96    495.02  2.78e+01
  3.1140   2133.83     18.37  9.17e+18     13.21    -14.99    -55.45    494.87  2.70e+01
  3.1156   2137.40     21.13  8.94e+18     13.21    -15.63    -57.99    503.67  3.03e+01
  3.1173   2135.67     20.60  8.21e+18     12.47    -15.63    -52.58    503.20  2.71e+01
  3.1189   2139.98     15.95  7.71e+18     12.38    -14.55    -43.46    478.69  1.97e+01
  3.1206   2138.13     14.60  6.95e+18      9.35    -12.55    -37.45    428.46  1.62e+01
