  3.0000   2200.66     -5.77
  3.0001   2200.66     -5.67
  3.0001   2200.66     -5.67
  3.0002   2200.66     -5.67
  3.0003   2200.66     -5.67
  3.0003   2200.66     -5.57
  3.0004   2200.66     -5.47
  3.0004   2200.66     -5.38
  3.0005   2200.66     -5.38
  3.0006   2200.66     -5.47
  3.0006   2200.66     -5.57
  3.0007   2200.66     -5.57
  3.0008   2200.66     -5.67
  3.0008   2200.66     -5.67
  3.0009   2200.66     -5.77
  3.0009   2200.66     -5.67
  3.0010   2200.66     -5.67
  3.0010   2200.66     -5.77
  3.0011   2200.66     -5.77
  3.0012   2200.66     -5.87
  3.0012   2200.66     -5.77
  3.0013   2200.66     -5.67
  3.0013   2200.66     -5.67
  3.0014   2200.66     -5.77
  3.0015   2200.66     -5.77
  3.0015   2200.66     -5.96
  3.0016   2200.66     -6.06
  3.0017   2200.66     -5.87
  3.0017   2200.66     -5.77
  3.0018   2200.66     -5.67
  3.0018   2200.66     -5.67
  3.0019   2200.66     -5.67
  3.0020   2200.66     -5.67
  3.0020   2185.01     -5.67
  3.0021   2185.01     -5.67
  3.0021   2185.01     -5.57
  3.0022   2185.01     -5.57
  3.0022   2185.01     -5.67
  3.0023   2185.02     -5.67
  3.0024   2185.01     -5.77
  3.0024   2185.01     -5.87
  3.0025   2185.01     -5.67
  3.0025   2185.01     -5.87
  3.0026   2185.02     -5.87
  3.0027   2185.03     -5.77
  3.0027   2185.03     -5.77
  3.0028   2185.02     -5.67
  3.0029   2185.02     -5.67
  3.0029   2185.02     -5.57
  3.0030   2185.02     -5.57
  3.0030   2185.02     -4.59
  3.0031   2185.01     -4.89
  3.0031   2185.01     -5.08
  3.0032   2185.01     -5.18
  3.0033   2185.01     -5.18
  3.0033   2185.01     -5.67
  3.0034   2185.01     -5.67
  3.0034   2185.01     -5.47
  3.0035   2185.01     -5.67
  3.0036   2185.01     -5.57
  3.0036   2185.01     -5.57
  3.0037   2185.01     -5.47
  3.0038   2185.01     -5.38
  3.0038   2185.01     -5.18
  3.0039   2185.01     -5.18
  3.0039   2185.01     -5.08
  3.0040   2185.01     -5.28
  3.0041   2185.01     -5.47
  3.0041   2185.01     -5.47
  3.0042   2185.01     -5.38
  3.0042   2185.01     -5.57
  3.0043   2185.01     -5.57
  3.0043   2185.01     -5.67
  3.0044   2185.01     -5.57
  3.0045   2185.01     -5.77
  3.0045   2185.01     -5.67
  3.0046   2185.00     -5.67
  3.0047   2185.01     -5.67
  3.0047   2185.01     -5.67
  3.0048   2185.00     -5.67
  3.0048   2185.00     -5.57
  3.0049   2185.00     -5.67
  3.0050   2185.00     -5.57
  3.0050   2185.00     -5.18
  3.0051   2184.99     -5.47
  3.0051   2184.99     -5.47
  3.0052   2184.99     -5.28
  3.0052   2184.99     -5.47
  3.0053   2184.99     -5.47
  3.0054   2184.98     -5.57
  3.0054   2184.98     -5.57
  3.0055   2184.99     -5.38
  3.0055   2184.99     -5.38
  3.0056   2184.99     -5.38
  3.0057   2184.99     -5.18
  3.0057   2184.99     -5.28
  3.0058   2185.00     -5.28
  3.0059   2184.99     -5.38
  3.0059   2184.99     -5.47
  3.0060   2184.99     -5.57
  3.0060   2184.99     -5.67
  3.0061   2184.99     -5.67
  3.0062   2184.99     -5.67
  3.0062   2185.00     -5.67
  3.0063   2184.99     -5.77
  3.0063   2184.99     -5.67
  3.0064   2184.99     -5.67
  3.0064   2184.99     -5.77
  3.0065   2185.00     -5.67
  3.0066   2185.01     -5.57
  3.0066   2185.01     -5.57
  3.0067   2185.01     -5.57
  3.0068   2185.01     -5.47
  3.0068   2185.01     -5.57
  3.0069   2185.01     -5.67
  3.0069   2185.01     -5.67
  3.0070   2185.02     -5.77
  3.0071   2185.02     -5.77
  3.0071   2185.01     -5.77
  3.0072   2185.02     -5.77
  3.0072   2185.02     -5.77
  3.0073   2185.02     -5.77
  3.0073   2185.02     -5.67
  3.0074   2185.02     -5.28
  3.0075   2185.02     -5.38
  3.0075   2185.02     -5.47
  3.0076   2185.02     -5.47
  3.0076   2185.02     -5.57
  3.0077   2185.02     -5.57
  3.0078   2185.02     -5.77
  3.0078   2185.02     -5.77
  3.0079   2185.03     -5.77
  3.0080   2185.03     -5.87
  3.0080   2185.03     -5.87
  3.0081   2185.02     -5.87
  3.0081   2185.02     -5.77
  3.0082   2185.02     -5.77
  3.0082   2185.02     -5.67
  3.0083   2185.03     -5.67
  3.0084   2185.04     -5.67
  3.0084   2185.04     -5.67
  3.0085   2185.04     -5.57
  3.0085   2185.04     -5.67
  3.0086   2185.04     -5.67
  3.0087   2185.05     -5.87
  3.0087   2185.05     -5.96
  3.0088   2185.05     -5.87
  3.0089   2185.06     -5.77
  3.0089   2185.06     -5.77
  3.0090   2185.07     -5.57
  3.0090   2185.07     -5.57
  3.0091   2185.08     -5.57
  3.0092   2185.08     -5.57
  3.0092   2185.08     -5.57
  3.0093   2185.08     -5.47
  3.0093   2185.08     -5.28
  3.0094   2185.08     -5.38
  3.0094   2185.08     -5.38
  3.0095   2185.08     -5.57
  3.0096   2185.08     -5.57
  3.0096   2185.08     -5.67
  3.0097   2185.08     -5.77
  3.0097   2185.08     -5.77
  3.0098   2185.08     -5.77
  3.0099   2185.09     -5.77
  3.0099   2185.09     -5.77
  3.0100   2185.10     -5.67
  3.0101   2185.09     -5.67
  3.0101   2185.09     -5.57
  3.0102   2185.11     -5.57
  3.0102   2185.11     -5.57
  3.0103   2185.09     -5.57
  3.0103   2185.09     -5.57
  3.0104   2185.10     -5.67
  3.0105   2185.10     -5.67
  3.0105   2185.10     -5.67
  3.0106   2185.10     -5.77
  3.0106   2185.10     -5.67
  3.0107   2185.09     -5.67
  3.0108   2185.09     -5.77
  3.0108   2185.09     -5.67
  3.0109   2185.09     -5.77
  3.0110   2185.10     -5.67
  3.0110   2185.10     -5.57
  3.0111   2185.10     -5.47
  3.0111   2185.10     -5.47
  3.0112   2185.10     -5.47
  3.0113   2185.10     -5.57
  3.0113   2185.10     -5.57
  3.0114   2185.10     -5.57
  3.0114   2185.10     -5.67
  3.0115   2185.10     -5.67
  3.0115   2185.10     -5.67
  3.0116   2185.10     -5.67
  3.0117   2185.10     -5.67
  3.0117   2185.10     -5.77
  3.0118   2185.10     -5.77
  3.0119   2185.10     -5.87
  3.0119   2185.10     -5.77
  3.0120   2185.10     -5.67
  3.0120   2185.10     -5.57
  3.0121   2185.10     -5.57
  3.0122   2185.10     -5.47
  3.0122   2185.10     -5.57
  3.0123   2185.11     -5.77
  3.0123   2185.11     -5.77
  3.0124   2185.11     -5.87
  3.0124   2185.11     -5.77
  3.0125   2185.11     -5.77
  3.0126   2185.11     -5.77
  3.0126   2185.11     -5.57
  3.0127   2185.11     -5.47
  3.0127   2185.11     -5.38
  3.0128   2185.11     -5.38
  3.0129   2185.10     -5.47
  3.0129   2185.10     -5.47
  3.0130   2185.09     -5.47
  3.0131   2185.09     -5.47
  3.0131   2185.09     -5.57
  3.0132   2185.08     -5.67
  3.0132   2185.08     -5.67
  3.0133   2185.09     -5.67
  3.0134   2185.09     -5.57
  3.0134   2185.09     -5.87
  3.0135   2185.09     -5.77
  3.0135   2185.09     -5.67
  3.0136   2185.09     -5.67
  3.0136   2185.09     -5.77
  3.0137   2185.09     -5.57
  3.0138   2185.09     -5.57
  3.0138   2185.09     -5.57
  3.0139   2185.10     -5.47
  3.0140   2185.09     -5.47
  3.0140   2185.09     -5.47
  3.0141   2185.09     -5.57
  3.0141   2185.09     -5.57
  3.0142   2185.09     -5.67
  3.0143   2185.09     -5.87
  3.0143   2185.08     -5.77
  3.0144   2185.08     -5.67
  3.0144   2185.08     -5.67
  3.0145   2185.08     -5.57
  3.0145   2185.08     -5.67
  3.0146   2185.08     -5.67
  3.0147   2185.07     -5.57
  3.0147   2185.07     -5.67
  3.0148   2185.06     -5.57
  3.0148   2185.06     -5.57
  3.0149   2185.06     -5.67
  3.0150   2185.05     -5.67
  3.0150   2185.05     -5.57
  3.0151   2185.05     -5.57
  3.0152   2185.04     -5.67
  3.0152   2185.04     -5.67
  3.0153   2185.05     -5.67
  3.0153   2185.05     -5.67
  3.0154   2185.03     -5.67
  3.0155   2185.03     -5.67
  3.0155   2185.04     -5.57
  3.0156   2185.04     -5.57
  3.0156   2185.04     -5.67
  3.0157   2185.04     -5.67
  3.0157   2185.04     -5.67
  3.0158   2185.04     -5.77
  3.0159   2185.04     -5.87
  3.0159   2185.04     -5.77
  3.0160   2185.03     -5.67
  3.0161   2185.03     -5.67
  3.0161   2185.03     -5.67
  3.0162   2185.02     -5.57
  3.0162   2185.02     -5.57
  3.0163   2185.02     -5.57
  3.0164   2185.02     -5.57
  3.0164   2185.02     -5.57
  3.0165   2185.01     -5.57
  3.0165   2185.01     -5.47
  3.0166   2185.01     -5.47
  3.0166   2185.01     -5.57
  3.0167   2185.01     -5.57
  3.0168   2185.02     -5.67
  3.0168   2185.02     -5.67
  3.0169   2185.02     -5.57
  3.0169   2185.02     -5.67
  3.0170   2185.02     -5.67
  3.0171   2185.02     -5.67
  3.0171   2185.02     -5.77
  3.0172   2185.02     -5.77
  3.0173   2185.01     -5.67
  3.0173   2185.01     -5.67
  3.0174   2185.02     -5.57
  3.0174   2185.02     -5.57
  3.0175   2185.02     -5.57
  3.0175   2185.02     -5.77
  3.0176   2185.02     -5.87
  3.0177   2185.02     -5.77
  3.0177   2185.02     -5.67
  3.0178   2185.03     -5.67
  3.0178   2185.03     -5.77
  3.0179   2185.04     -5.67
  3.0180   2185.04     -5.67
  3.0180   2185.04     -5.47
  3.0181   2185.04     -5.47
  3.0182   2185.04     -5.47
  3.0182   2185.04     -5.57
  3.0183   2185.04     -5.77
  3.0183   2185.04     -5.67
  3.0184   2185.05     -5.77
  3.0185   2185.05     -5.77
  3.0185   2185.06     -5.77
  3.0186   2185.06     -5.67
  3.0186   2185.06     -5.67
  3.0187   2185.06     -5.67
  3.0187   2185.06     -5.77
  3.0188   2185.07     -5.77
  3.0189   2185.09     -5.77
  3.0189   2185.09     -5.87
  3.0190   2185.09     -5.77
  3.0190   2185.09     -5.77
  3.0191   2185.09     -5.77
  3.0192   2185.09     -5.87
  3.0192   2185.09     -5.87
  3.0193   2185.09     -5.87
  3.0194   2185.09     -5.96
  3.0194   2185.10     -5.96
  3.0195   2185.09     -5.87
  3.0195   2185.09     -5.77
  3.0196   2185.09     -5.77
  3.0196   2185.09     -5.77
  3.0197   2185.10     -5.77
  3.0198   2185.10     -5.67
  3.0198   2185.10     -5.67
  3.0199   2185.10     -5.67
  3.0199   2185.10     -5.57
  3.0200   2185.09     -5.47
  3.0201   2185.09     -5.57
  3.0201   2185.09     -5.47
  3.0202   2185.10     -5.57
  3.0203   2185.09     -5.38
  3.0203   2185.09     -5.47
  3.0204   2185.09     -5.57
  3.0204   2185.09     -5.77
  3.0205   2185.09     -5.77
  3.0206   2185.09     -5.77
  3.0206   2185.08     -5.77
