     -99.5489   -0.0201234
     -98.5225   -0.0213192
     -97.5938   -0.0241447
     -96.6163   -0.0229581
     -95.5411   -0.0190127
     -94.5147   -0.0238541
     -93.5371   -0.0209137
     -92.5107   -0.0207071
     -91.5332   -0.0168785
     -90.5068   -0.0190616
     -89.5782   -0.0172359
     -88.5518   -0.0171928
     -87.5254   -0.0187765
     -86.5968   -0.0144387
     -85.5704   -0.0207875
     -84.5440   -0.0216799
     -83.5665   -0.0192601
     -82.5890   -0.0173858
     -81.5626   -0.0271750
     -80.5362   -0.0200679
     -79.5586   -0.0236559
     -78.5323   -0.0229272
     -77.5547   -0.0210003
     -76.5283   -0.0195351
     -75.6486   -0.0185077
     -74.5244   -0.0199780
     -73.6935   -0.0172005
     -72.5694   -0.0195351
     -71.5919   -0.0221810
     -70.5655   -0.0220465
     -69.5880   -0.0228135
     -68.5127   -0.0172695
     -67.5841   -0.0189699
     -66.5088   -0.0181888
     -65.5802   -0.0225548
     -64.5049   -0.0234604
     -63.5762   -0.0226400
     -62.5010   -0.0214191
     -61.5723   -0.0205890
     -60.5459   -0.0194107
     -59.5196   -0.0212035
     -58.7375   -0.0224218
     -57.5156   -0.0177175
     -56.5381   -0.0194282
     -55.6095   -0.0195340
     -54.5831   -0.0191379
     -53.6056   -0.0198848
     -52.5303   -0.0174073
     -51.5039   -0.0207570
     -50.5753   -0.0197074
     -49.5000   -0.0207111
     -48.6202   -0.0205279
     -47.5450   -0.0174228
     -46.5186   -0.0197947
     -45.5411   -0.0160941
     -44.5147   -0.0155684
     -43.5371   -0.0166331
     -42.6085   -0.0161854
     -41.5332   -0.0160679
     -40.5068   -0.0186339
     -39.5293   -0.0185153
     -38.5029   -0.0202835
     -37.5254   -0.0201613
     -36.5479   -0.0183634
     -35.6193   -0.0214402
     -34.5929   -0.0174731
     -33.5665   -0.0186054
     -32.5401   -0.0195045
     -31.5137   -0.0149071
     -30.5362   -0.0138482
     -29.5587   -0.0142147
     -28.7278   -0.0176477
     -27.6525   -0.0158358
     -26.5772   -0.0149215
     -25.5020   -0.0153815
     -24.5244   -0.0152737
     -23.6447   -0.0126379
     -22.6183   -0.0131558
     -21.5430   -0.0135980
     -20.5166   -0.0135834
     -19.5391   -0.0142283
     -18.5616   -0.0154774
     -17.5352   -0.0147768
     -16.6554   -0.0122190
     -15.5313   -0.0150653
     -14.5049   -0.0122477
     -13.5274   -0.0140693
     -12.5987   -0.0122841
     -11.6701   -0.0101010
     -10.5459   -0.0134758
     -9.51955   -0.0133536
     -8.59091   -0.0110669
     -7.51564  -0.00991892
     -6.53812  -0.00953079
     -5.56061  -0.00821114
     -4.58309  -0.00703463
     -3.50782  -0.00733138
     -2.67693  -0.00692990
     -1.50391  -0.00505051
    -0.624145  -0.00313381
      1.47752  -0.00238949
      2.45503   0.00253543
      3.38368   0.00507960
      4.45894   0.00495190
      5.38759   0.00640274
      6.46285    0.0110436
      7.48925    0.0170577
      8.41789    0.0173917
      9.39541    0.0236559
      10.4707    0.0226356
      11.4482    0.0328956
      12.4746    0.0430433
      13.4521    0.0390340
      14.4785    0.0449436
      15.4560    0.0496979
      16.4824    0.0622934
      17.4599    0.0542056
      18.4863    0.0710003
      19.4638    0.0797845
      20.4902    0.0837290
      21.4677    0.0827794
      22.4941     0.105469
      23.4717     0.103881
      24.4980     0.106635
      25.4756     0.147556
      26.4531     0.127847
      27.4795     0.140339
      28.4570     0.145913
      29.4834     0.133887
      30.3631     0.161779
      31.4384     0.177462
      32.4159     0.185010
      33.4912     0.173275
      34.4687     0.184588
      35.4462     0.202998
      36.4726     0.185369
      37.4990     0.161921
      38.4277     0.194816
      39.4541     0.209654
      40.4316     0.184411
      41.4091     0.175076
      42.4844     0.218615
      43.4130     0.209131
      44.4883     0.214990
      45.4658     0.237122
      46.4922     0.209576
      47.4697     0.274282
      48.4472     0.204312
      49.4736     0.263251
      50.4511     0.256616
      51.4775     0.207276
      52.4550     0.250434
      53.4814     0.217039
      54.4101     0.250663
      55.4853     0.228109
      56.4629     0.256843
      57.4404     0.246483
      58.3690     0.245346
      59.3954     0.222568
      60.3729     0.240391
      61.3993     0.252288
      62.4746     0.232367
      63.4032     0.258767
      64.4785     0.274116
      65.4560     0.241263
      66.4335     0.261225
      67.4599     0.272911
      68.4374     0.239175
      69.3661     0.223496
      70.4413     0.237896
      71.4677     0.250611
      72.4941     0.263229
      73.2761     0.230124
      74.3025     0.269062
      75.3778     0.241997
      76.4531     0.244530
      77.4306     0.275847
      78.3104     0.253652
      79.3856     0.284746
      80.4120     0.241716
      81.4873     0.307375
      82.4648     0.240274
      83.2957     0.300866
      84.4198     0.212243
      85.4462     0.273705
      86.3749     0.257715
      87.4990     0.195707
      87.7923     0.131395
      89.4541     0.195116
      90.3827     0.245210
      91.4580     0.213919
      92.1422     0.228902
      93.2664     0.237812
      94.2928     0.218475
      95.4658     0.308244
      96.2478     0.227859
      96.7854    0.0766129
      98.4472     0.159091
